id,site_id,cust_id,last_sync_version,last_sync_date,md_type,site_type_key,owner_key,geo_key,site_name,site_alt_name,site_banner,site_city,site_country
12,30000003722,2981047766621,28957002,2023-03-30T00:00:00.000000Z,pos_md,1,2981047766621,110000324929,753ff9e275adaa9b8b16730fadfe008d,,STORE,г. Талдом,RUSSIA
13,30000056710,2981047766621,27658052,2022-01-24T00:00:00.000000Z,pos_md,2,2981047766621,110000324929,e968f52123e3e16a9fd9640ee56c9e47,,STORE,г. Нягань,RUSSIA
14,30000074846,8360707295022,28324747,2023-07-28T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,38d37badfe16a30064251a19e89c69fe,,STORE,с. Верхний Тагил,RUSSIA
15,30000023025,3002261931897,27921238,2023-03-13T00:00:00.000000Z,pos_md,2,3002261931897,110000324929,32a79a90e3bf72d37f5df5a98b789145,,STORE,ст. Канск,RUSSIA
16,30000064918,8360707295022,27145784,2022-09-17T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,5ae66a10b96904a6fed510ce63f20c59,,STORE,ст. Королев,RUSSIA
17,30000003249,4353433242634,27193814,2023-06-07T00:00:00.000000Z,pos_md,1,4353433242634,110000324929,624eb92a950bfa153f3324cc07203275,,STORE,клх Белогорск (Амур.),RUSSIA
18,30000097117,2981047766621,28526779,2021-02-21T00:00:00.000000Z,pos_md,1,2981047766621,110000324929,d1afa45b29d0b15523b75652fa43ef60,,STORE,с. Елец,RUSSIA
19,30000065319,3002261931897,28403718,2022-06-04T00:00:00.000000Z,pos_md,2,3002261931897,110000324929,f74df138ad64dcf912b0e04fc3649217,,STORE,п. Ивдель,RUSSIA
20,30000000249,8360707295022,28675696,2023-01-18T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,75ab1ba35f6dc981fd174848d6381540,,STORE,ст. Шенкурск,RUSSIA
21,30000020966,3002261931897,28170293,2023-10-21T00:00:00.000000Z,pos_md,2,3002261931897,110000324929,2c985d6bbfd8cc0f29857d9482c5e714,,STORE,п. Уренгой,RUSSIA
22,30000053494,8360707295022,27552607,2023-10-18T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,17462ef487cb8005f25e168387e48065,,STORE,г. Пинега,RUSSIA
23,30000023812,2981047766621,27638357,2023-02-08T00:00:00.000000Z,pos_md,2,2981047766621,110000324929,a2ed09cf0e48ef91bdaf6bf9441b1eba,,STORE,д. Рубцовск,RUSSIA
24,30000075552,3002261931897,27528009,2022-09-23T00:00:00.000000Z,pos_md,2,3002261931897,110000324929,8ab90a9d4e89d9796bf9a15bc9d4a765,,STORE,ст. Кош-Агач,RUSSIA
25,30000098455,3002261931897,28397746,2022-03-15T00:00:00.000000Z,pos_md,2,3002261931897,110000324929,ae91efb41d1805ce3ff6c023859121cb,,STORE,ст. Зеленоград,RUSSIA
26,30000042073,8360707295022,27188986,2023-11-12T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,70ad7f4a3ce365fe69ce8717b923f4cc,,STORE,к. Сарапул,RUSSIA
27,30000019877,5621265537818,27960305,2021-12-06T00:00:00.000000Z,pos_md,1,5621265537818,110000324929,31388d72f4fdaa3e77765b0bfe020b89,,STORE,с. Каменск-Уральский,RUSSIA
28,30000020569,3002261931897,27558462,2022-08-02T00:00:00.000000Z,pos_md,1,3002261931897,110000324929,2e3825e51006f151218211e8d089124c,,STORE,ст. Солнечногорск,RUSSIA
29,30000089373,3002261931897,28804455,2023-02-15T00:00:00.000000Z,pos_md,2,3002261931897,110000324929,b1b5539c30c40d73c5bdea65b9a5d416,,STORE,г. Куртамыш,RUSSIA
30,30000082693,8360707295022,28370491,2023-01-22T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,e12680577bd82a368c8a67bd0ab7bc09,,STORE,д. Соболево,RUSSIA
31,30000007844,5621265537818,27452848,2023-10-29T00:00:00.000000Z,pos_md,2,5621265537818,110000324929,59b5d9a48f797c3b981cd7dbc12d46a0,,STORE,к. Новороссийка,RUSSIA
32,30000009341,8360707295022,27467925,2021-12-18T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,62bd28b22250a375447f7c231a69138a,,STORE,д. Заводоуковск,RUSSIA
33,30000088331,5621265537818,27103497,2023-03-08T00:00:00.000000Z,pos_md,2,5621265537818,110000324929,046d11065b1544385a8da25abe5638ec,,STORE,г. Звенигород,RUSSIA
34,30000003185,2981047766621,27857644,2023-05-27T00:00:00.000000Z,pos_md,2,2981047766621,110000324929,5e8c55c53c9fe5c2a9ee4be95e4c7b17,,STORE,к. Алагир,RUSSIA
35,30000065066,2981047766621,28565843,2023-07-05T00:00:00.000000Z,pos_md,1,2981047766621,110000324929,24d0de13a6f8139112168b42a4786d6d,,STORE,с. Дубна,RUSSIA
36,30000012972,4353433242634,27168294,2022-10-31T00:00:00.000000Z,pos_md,1,4353433242634,110000324929,15721d3c9993dd7ebc002ca9d5bf8418,,STORE,д. Петушки,RUSSIA
37,30000027513,4353433242634,28225810,2022-05-24T00:00:00.000000Z,pos_md,2,4353433242634,110000324929,1a807a086d3199c1c71962cceb9c1752,,STORE,с. Беломорск,RUSSIA
38,30000053908,8360707295022,28724735,2021-10-04T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,4b469d7e7c797e0deb0c274e693c4b93,,STORE,д. Верхотурье,RUSSIA
39,30000000023,5621265537818,27686434,2022-12-30T00:00:00.000000Z,pos_md,1,5621265537818,110000324929,c9d38a0e76088a9f28702e0cb8794020,,STORE,п. Ясный (Оренб.),RUSSIA
40,30000039789,4353433242634,28112036,2023-12-18T00:00:00.000000Z,pos_md,1,4353433242634,110000324929,2e334a4e34ccf1e558ac6b296c89149d,,STORE,д. Ямбург,RUSSIA
41,30000065703,5621265537818,27184568,2021-10-30T00:00:00.000000Z,pos_md,1,5621265537818,110000324929,0eb70f55dd16ba2e9de8919a7bf60ae0,,STORE,д. Карабулак,RUSSIA
42,30000080059,4353433242634,28982299,2021-12-05T00:00:00.000000Z,pos_md,2,4353433242634,110000324929,2939e24f7a4b5648df239411a591a13c,,STORE,п. Баргузин,RUSSIA
43,30000034351,5621265537818,27467917,2022-08-01T00:00:00.000000Z,pos_md,2,5621265537818,110000324929,4456a17383a27357306c4bf47d55638f,,STORE,г. Биробиджан,RUSSIA
44,30000006301,2981047766621,28543530,2023-04-13T00:00:00.000000Z,pos_md,2,2981047766621,110000324929,e7080b9f82e42f1437cbe70b55ad0290,,STORE,г. Армавир,RUSSIA
45,30000071364,8360707295022,28136673,2023-07-08T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,a0a351e2149b89c3a499f986a489cd71,,STORE,с. Вязьма,RUSSIA
46,30000087469,8360707295022,28029831,2021-11-23T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,c9c4edb5699e01235d1c21f1597d03c3,,STORE,ст. Шилка,RUSSIA
47,30000017965,4353433242634,27745286,2022-08-01T00:00:00.000000Z,pos_md,2,4353433242634,110000324929,7315d6b34bad8ff2ed66cb39dde7c3f1,,STORE,ст. Псков,RUSSIA
48,30000053978,4353433242634,28464728,2021-04-21T00:00:00.000000Z,pos_md,2,4353433242634,110000324929,2012c32586bc11f6d901f537b2acb942,,STORE,г. Ковров,RUSSIA
49,30000081269,5621265537818,27896234,2021-02-13T00:00:00.000000Z,pos_md,2,5621265537818,110000324929,51dc78444d5f79ef58fe2288a10fc0b1,,STORE,ст. Стрежевой,RUSSIA
50,30000097957,5621265537818,27026710,2023-03-22T00:00:00.000000Z,pos_md,2,5621265537818,110000324929,48b6ffb2de321590de466ef61b3a5b9e,,STORE,с. Россошь,RUSSIA
51,30000004009,8360707295022,27763393,2021-11-21T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,2819e2ebc3c1164e1e8c65b96d2ddda2,,STORE,г. Бузулук,RUSSIA
52,30000013937,8360707295022,28761549,2022-11-06T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,01c3db32ed16965408af47737b3a8c96,,STORE,клх Шелехов,RUSSIA
53,30000056999,8360707295022,27526928,2021-09-28T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,d91cb0df5b8c260d479846072412ea76,,STORE,с. Нижний Тагил,RUSSIA
54,30000000227,3002261931897,27695635,2021-01-03T00:00:00.000000Z,pos_md,1,3002261931897,110000324929,2fd1e25fc9bd2ddf35ad202b37ead720,,STORE,д. Серебряные Пруды,RUSSIA
55,30000006292,8360707295022,27012562,2022-08-05T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,d4a09f8422e37dccc2100c8205b93123,,STORE,г. Шаховская,RUSSIA
56,30000086212,8360707295022,27908368,2022-09-08T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,c9c4edb5699e01235d1c21f1597d03c3,,STORE,клх Люберцы,RUSSIA
57,30000097481,8360707295022,27966730,2022-07-20T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,97051c35529df44f2e7faeaae300dbb6,,STORE,п. Гдов,RUSSIA
58,30000056847,8360707295022,28370245,2022-01-02T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,d39f9f5c433976ea596e8f94b4eed173,,STORE,клх Сальск,RUSSIA
59,30000081221,5621265537818,28259016,2021-11-11T00:00:00.000000Z,pos_md,1,5621265537818,110000324929,aa5821be2b3dcbe9d0b1e32272937a2c,,STORE,ст. Нарткала,RUSSIA
60,30000011591,2981047766621,28461308,2022-12-10T00:00:00.000000Z,pos_md,1,2981047766621,110000324929,e9b84d3400f10d05ed6e64437e77452c,,STORE,п. Глазов,RUSSIA
61,30000061597,3002261931897,27210951,2022-08-05T00:00:00.000000Z,pos_md,1,3002261931897,110000324929,e2d9def25be84f4608dce66d3d42d7dd,,STORE,п. Красноуфимск,RUSSIA
62,30000079419,2981047766621,27977332,2021-07-21T00:00:00.000000Z,pos_md,1,2981047766621,110000324929,7138ddbfea193dcbd1ac0d484b71d10a,,STORE,д. Дзержинск,RUSSIA
63,30000063587,2981047766621,28758201,2022-05-21T00:00:00.000000Z,pos_md,1,2981047766621,110000324929,e531f9fc1a5735a8f117781d7afd1fd2,,STORE,п. Андреаполь,RUSSIA
64,30000021576,2981047766621,28555651,2022-11-05T00:00:00.000000Z,pos_md,2,2981047766621,110000324929,f2953dc0751736b23a97482a052d0fec,,STORE,п. Майкоп,RUSSIA
65,30000059334,5621265537818,27350907,2021-12-19T00:00:00.000000Z,pos_md,2,5621265537818,110000324929,7de7b4d216a6fd39614f87dd067bc95d,,STORE,к. Ямбург,RUSSIA
66,30000011849,5621265537818,27152171,2021-12-10T00:00:00.000000Z,pos_md,2,5621265537818,110000324929,2103cbd811576ece5a62f13ca9215004,,STORE,г. Туапсе,RUSSIA
67,30000087051,8360707295022,27607496,2023-12-15T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,f2ce41b28b0d1f161b1ab0d4bb5be79b,,STORE,д. Томари,RUSSIA
68,30000077930,4353433242634,28767756,2023-12-04T00:00:00.000000Z,pos_md,1,4353433242634,110000324929,fd65404f525d517bac7effe07b56befc,,STORE,д. Черусти,RUSSIA
69,30000060210,3002261931897,27424059,2023-05-26T00:00:00.000000Z,pos_md,1,3002261931897,110000324929,92099402c466d18e0121a60fb2e696c1,,STORE,д. Зеленоград,RUSSIA
70,30000064505,4353433242634,27086591,2023-07-14T00:00:00.000000Z,pos_md,1,4353433242634,110000324929,495c4ace86362d633c0830054b13bddf,,STORE,с. Сухиничи,RUSSIA
71,30000001135,8360707295022,27388008,2023-03-13T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,414ceb58c0fbac7134c2bc6e8f55856d,,STORE,с. Калининград,RUSSIA
72,30000081636,2981047766621,28254451,2021-11-03T00:00:00.000000Z,pos_md,2,2981047766621,110000324929,4bd69c40ff4e9c9b8dd7acf5c4b213b9,,STORE,г. Киров (Вятка),RUSSIA
73,30000032888,3002261931897,27825680,2023-12-15T00:00:00.000000Z,pos_md,2,3002261931897,110000324929,86043f975aec143760a4109ac8df3aba,,STORE,клх Ахтубинск,RUSSIA
74,30000096790,4353433242634,28354454,2023-01-01T00:00:00.000000Z,pos_md,2,4353433242634,110000324929,1f31cbb8865cdce49f3a37bf4f96bdd0,,STORE,ст. Бомнак,RUSSIA
75,30000060481,5621265537818,28713799,2022-11-23T00:00:00.000000Z,pos_md,2,5621265537818,110000324929,c6de206391afbeed98d1f3f87a579484,,STORE,к. Семлячики,RUSSIA
76,30000011029,2981047766621,28350399,2021-03-07T00:00:00.000000Z,pos_md,2,2981047766621,110000324929,e3f127933cee3d1ed06daf09308c6490,,STORE,к. Вендинга,RUSSIA
77,30000032845,8360707295022,27083297,2021-10-10T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,aecd848c423084398e0b92dc69ef93d1,,STORE,д. Калач,RUSSIA
78,30000088457,4353433242634,28439869,2023-04-21T00:00:00.000000Z,pos_md,1,4353433242634,110000324929,884dccbf61086b4fd27c757a0a5ba020,,STORE,ст. Волоколамск,RUSSIA
79,30000069630,5621265537818,28957045,2022-09-22T00:00:00.000000Z,pos_md,1,5621265537818,110000324929,1093e346fcdbaf43bc0d2bd1983a14be,,STORE,д. Кинешма,RUSSIA
80,30000085756,8360707295022,28653496,2023-08-21T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,b4c33d489b247dadd97c5c727955d72b,,STORE,клх Невьянск,RUSSIA
81,30000096597,4353433242634,28779132,2022-12-11T00:00:00.000000Z,pos_md,1,4353433242634,110000324929,60429c3134abd1600152549b99c82567,,STORE,г. Саратов,RUSSIA
82,30000026592,4353433242634,28829103,2021-06-24T00:00:00.000000Z,pos_md,1,4353433242634,110000324929,87d0b8a50e785603559fbc6521b17693,,STORE,клх Амдерма,RUSSIA
83,30000070026,5621265537818,27813142,2021-05-20T00:00:00.000000Z,pos_md,1,5621265537818,110000324929,5992a48602c86c7e0b5a352391242e8c,,STORE,п. Сузун,RUSSIA
84,30000005538,3002261931897,27128620,2022-09-01T00:00:00.000000Z,pos_md,1,3002261931897,110000324929,972bc869410a38905ea249e9b0c94ab4,,STORE,к. Стерлитамак,RUSSIA
85,30000056640,8360707295022,27989292,2022-11-20T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,b5f95d9ee1ee39d6e11781e6b7904137,,STORE,к. Ставрополь,RUSSIA
86,30000043745,2981047766621,28611370,2021-07-15T00:00:00.000000Z,pos_md,2,2981047766621,110000324929,bee8ea88c126b9acca8ad5e8060f75e7,,STORE,п. Балтийск,RUSSIA
87,30000097497,8360707295022,27019903,2021-02-18T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,c00a892d796bb7985ab1c82d91094537,,STORE,клх Южноуральск,RUSSIA
88,30000024127,4353433242634,27129183,2022-05-26T00:00:00.000000Z,pos_md,1,4353433242634,110000324929,3d5ff558ed8fbba9e549c117c47d0f2c,,STORE,ст. Тимашевск,RUSSIA
89,30000074396,5621265537818,27433163,2021-01-25T00:00:00.000000Z,pos_md,1,5621265537818,110000324929,5679bd9af517a33932888194ddc3e2e7,,STORE,с. Баксан,RUSSIA
90,30000086852,8360707295022,27946587,2021-06-17T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,34f7e0e59892e92d4ebc0379165bea4f,,STORE,с. Избербаш,RUSSIA
91,30000010618,2981047766621,28599527,2022-03-17T00:00:00.000000Z,pos_md,2,2981047766621,110000324929,a48c4605b5ede8088623314880b1bd19,,STORE,ст. Партизанск,RUSSIA
92,30000013882,8360707295022,28164253,2023-08-05T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,626460f8e9665cfa36118fc13e6aaa4e,,STORE,д. Неплюевка,RUSSIA
93,30000012051,2981047766621,28796841,2021-08-14T00:00:00.000000Z,pos_md,1,2981047766621,110000324929,ea817a7424c331e71d9c47232a35411f,,STORE,д. Стрежевой,RUSSIA
94,30000045378,2981047766621,28444852,2023-03-10T00:00:00.000000Z,pos_md,1,2981047766621,110000324929,b1feb7089928d6a8f5597d91e6077660,,STORE,к. Калач,RUSSIA
95,30000070439,4353433242634,28550416,2023-12-25T00:00:00.000000Z,pos_md,2,4353433242634,110000324929,98fb3cdd2f2bc9163a1e6df9eda0fbca,,STORE,п. Тутончаны,RUSSIA
96,30000004946,8360707295022,27293606,2021-12-09T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,7e901d3f5d63b0ee402b64d65304083a,,STORE,клх Сосьва (Хант.),RUSSIA
97,30000085742,4353433242634,28597568,2023-01-18T00:00:00.000000Z,pos_md,2,4353433242634,110000324929,bd4ee2a87f054039a530b87922a3eaa7,,STORE,к. Джейрах,RUSSIA
98,30000030747,4353433242634,27576154,2021-03-24T00:00:00.000000Z,pos_md,2,4353433242634,110000324929,e31c56713844f567ed6f27d9a1788386,,STORE,г. Псков,RUSSIA
99,30000003965,5621265537818,28906971,2021-05-06T00:00:00.000000Z,pos_md,2,5621265537818,110000324929,4f50ccb56fd042ed38acf8406d3d4dd0,,STORE,с. Любань,RUSSIA
100,30000082526,3002261931897,28225161,2023-04-07T00:00:00.000000Z,pos_md,2,3002261931897,110000324929,32af917577204fd37c974da0e0627bc9,,STORE,д. Дмитров,RUSSIA
101,30000071540,2981047766621,28511427,2021-06-20T00:00:00.000000Z,pos_md,1,2981047766621,110000324929,b10c8a2c19edba43a42e8d5bc3ecf68a,,STORE,д. Охотск,RUSSIA
102,30000038692,4353433242634,27837360,2022-02-02T00:00:00.000000Z,pos_md,1,4353433242634,110000324929,4c0278ec3e06dbf72d2eb57241ca63fb,,STORE,ст. Тымовское,RUSSIA
103,30000048505,5621265537818,27310627,2022-05-05T00:00:00.000000Z,pos_md,1,5621265537818,110000324929,39397f64d966b707ed9cf775e655f9e5,,STORE,д. Оренбург,RUSSIA
104,30000097161,3002261931897,28313019,2022-04-15T00:00:00.000000Z,pos_md,2,3002261931897,110000324929,ce351bff522234dce32a112f6b9eb0d6,,STORE,клх Теберда,RUSSIA
105,30000083956,3002261931897,28486983,2021-06-16T00:00:00.000000Z,pos_md,1,3002261931897,110000324929,af8704e209f99819e2b18ff8c0ee0d31,,STORE,к. Рубцовск,RUSSIA
106,30000059721,8360707295022,28667406,2022-04-27T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,07f59ca083249be3278895e5084c4c63,,STORE,ст. Арзамас,RUSSIA
107,30000061781,3002261931897,27346688,2021-03-01T00:00:00.000000Z,pos_md,2,3002261931897,110000324929,028f05afeedaad82b73f8cbd871feefe,,STORE,г. Сургут (Хант.),RUSSIA
108,30000068476,4353433242634,28149986,2021-08-11T00:00:00.000000Z,pos_md,2,4353433242634,110000324929,de81aba3139ecf207608e8af9f48bd67,,STORE,с. Апатиты,RUSSIA
109,30000001957,8360707295022,28271749,2021-11-08T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,0a9248ad481aff5e957edfd28d4fdc6a,,STORE,ст. Аршан (Бурят.),RUSSIA
110,30000007233,8360707295022,27863515,2022-08-01T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,4bbbb750ae498c4d1ba6e19ce60eaddf,,STORE,к. Ростов,RUSSIA
111,30000084174,5621265537818,27117592,2021-01-07T00:00:00.000000Z,pos_md,2,5621265537818,110000324929,25708b11e7cf90db82a4bf585d9511c8,,STORE,с. Сунтар,RUSSIA
112,30000094211,2981047766621,27839353,2023-02-22T00:00:00.000000Z,pos_md,2,2981047766621,110000324929,65486d3fd16de59b16520b44988113df,,STORE,п. Ржев,RUSSIA
113,30000043023,3002261931897,27648662,2021-01-25T00:00:00.000000Z,pos_md,2,3002261931897,110000324929,c113ea79679a9c95e475579a9b9b7931,,STORE,ст. Дербент,RUSSIA
114,30000007994,5621265537818,27286983,2021-03-12T00:00:00.000000Z,pos_md,2,5621265537818,110000324929,f82b62690f291ef61216d674348349ea,,STORE,к. Энгельс,RUSSIA
115,30000089296,5621265537818,27908182,2022-06-17T00:00:00.000000Z,pos_md,2,5621265537818,110000324929,c492b96d8d984c22df3d2f655739a1c7,,STORE,к. Суздаль,RUSSIA
116,30000043086,2981047766621,28106166,2023-02-02T00:00:00.000000Z,pos_md,2,2981047766621,110000324929,e76318dcf13005f6011e8fc086590c3f,,STORE,клх Моздок,RUSSIA
117,30000078618,4353433242634,27578634,2022-09-02T00:00:00.000000Z,pos_md,1,4353433242634,110000324929,afc4730d64dee85545f72f41908ec28e,,STORE,клх Тихвин,RUSSIA
118,30000092925,8360707295022,28159337,2023-09-08T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,cfd5ea3506ed071ae0399824f9ecfd00,,STORE,д. Домбай,RUSSIA
119,30000079315,8360707295022,28830375,2021-02-05T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,3020c6b65ab78def773be94d2bcfaa73,,STORE,ст. Чокурдах,RUSSIA
120,30000035262,8360707295022,28577077,2022-11-23T00:00:00.000000Z,pos_md,2,8360707295022,110000324929,bdc6ffc633e8a3d284a979239aee10e6,,STORE,п. Тулун,RUSSIA
121,30000094254,5621265537818,27358769,2021-06-26T00:00:00.000000Z,pos_md,1,5621265537818,110000324929,07fd3861b5b921039defd4022fd140e5,,STORE,г. Новая Игирма,RUSSIA
122,30000035391,2981047766621,27551635,2021-04-30T00:00:00.000000Z,pos_md,1,2981047766621,110000324929,0148fe51ed9885d7106e8d72808a357a,,STORE,д. Белореченск,RUSSIA
123,30000084073,2981047766621,27946257,2023-06-28T00:00:00.000000Z,pos_md,1,2981047766621,110000324929,976377f2acf11adaef7f21449d6667be,,STORE,д. Канск,RUSSIA
124,30000038213,3002261931897,27983939,2022-05-04T00:00:00.000000Z,pos_md,1,3002261931897,110000324929,f9e57cb4534f9c17a94220f54cca25eb,,STORE,д. Холмогоры,RUSSIA
125,30000046167,8360707295022,27579759,2022-04-02T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,cb1324515b202cb90517112ff33eb706,,STORE,г. Усть-Ордынский,RUSSIA
126,30000065607,3002261931897,27389596,2022-08-25T00:00:00.000000Z,pos_md,2,3002261931897,110000324929,9423b6bd598782a436888f9c0f5825ab,,STORE,к. Далматово,RUSSIA
127,30000052514,2981047766621,28441165,2023-08-27T00:00:00.000000Z,pos_md,2,2981047766621,110000324929,91f5236157d334fe58a1c5b46daf26a6,,STORE,с. Североуральск,RUSSIA
128,30000071553,4353433242634,27596091,2023-02-04T00:00:00.000000Z,pos_md,1,4353433242634,110000324929,5d5e6d4fe6ed3d2dd5d25b166ca41f15,,STORE,п. Инта,RUSSIA
129,30000079258,3002261931897,27867728,2022-12-05T00:00:00.000000Z,pos_md,1,3002261931897,110000324929,f45785c5549ea6cacad6661ad072ac84,,STORE,п. Мураши,RUSSIA
130,30000003392,4353433242634,28575379,2023-12-19T00:00:00.000000Z,pos_md,2,4353433242634,110000324929,8bff4d5dfdbf34bf4e05cdddbd7a2572,,STORE,п. Кырен,RUSSIA
131,30000004532,4353433242634,28760882,2021-09-26T00:00:00.000000Z,pos_md,2,4353433242634,110000324929,d599adae526c2d95fcb38eac5c802fb2,,STORE,с. Адлер,RUSSIA
132,30000036328,3002261931897,27279951,2022-04-17T00:00:00.000000Z,pos_md,2,3002261931897,110000324929,d00a27b1a212383903f5d4eb6fd56c59,,STORE,п. Сарапул,RUSSIA
133,30000058463,5621265537818,28216222,2023-09-01T00:00:00.000000Z,pos_md,1,5621265537818,110000324929,7e8b2ce6244a1bae66b3409bfbaaebd7,,STORE,клх Киренск,RUSSIA
134,30000090283,4353433242634,27939134,2022-09-17T00:00:00.000000Z,pos_md,2,4353433242634,110000324929,5c3381acd9eaddcb0190a7c8e7fcde48,,STORE,д. Сунтар,RUSSIA
135,30000048270,8360707295022,28967081,2022-09-03T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,add781c4c8c7785d4a66a5c2b7d9c838,,STORE,г. Уссурийск,RUSSIA
136,30000008802,5621265537818,27771172,2022-07-01T00:00:00.000000Z,pos_md,2,5621265537818,110000324929,31b056797b2bb4a0836f0f5972b33217,,STORE,п. Витим,RUSSIA
137,30000003746,3002261931897,28690423,2023-01-04T00:00:00.000000Z,pos_md,1,3002261931897,110000324929,91f66cbcd671f5233eac299d2eebb8ad,,STORE,ст. Шумиха,RUSSIA
138,30000083109,2981047766621,28436271,2023-10-20T00:00:00.000000Z,pos_md,2,2981047766621,110000324929,4720acb91c0027bae22f49ad9657b855,,STORE,с. Амдерма,RUSSIA
139,30000040090,4353433242634,27128761,2022-10-08T00:00:00.000000Z,pos_md,2,4353433242634,110000324929,1cda955c22411958bd8ac8ec2c771948,,STORE,клх Алагир,RUSSIA
140,30000072994,4353433242634,28003815,2021-09-13T00:00:00.000000Z,pos_md,2,4353433242634,110000324929,9c0c366d9e70835f31a0489fb77650da,,STORE,ст. Крымск,RUSSIA
141,30000012660,4353433242634,28868691,2022-09-28T00:00:00.000000Z,pos_md,2,4353433242634,110000324929,8255e75477de4b35464070ffe8a3da0c,,STORE,п. Жигулевск,RUSSIA
142,30000080744,3002261931897,27446419,2022-03-03T00:00:00.000000Z,pos_md,1,3002261931897,110000324929,03498bae1aadb66b9d0b18fe5cde435b,,STORE,ст. Новгород Великий,RUSSIA
143,30000085220,8360707295022,28165937,2022-08-25T00:00:00.000000Z,pos_md,1,8360707295022,110000324929,232dbb6b0262ac8aa91e2bf47855f455,,STORE,клх Миллерово,RUSSIA
144,30000039377,2981047766621,28595732,2021-06-23T00:00:00.000000Z,pos_md,2,2981047766621,110000324929,bf77b90e76cc867f4d74dc1d5e7d120a,,STORE,клх Троицко-Печорск,RUSSIA
