last_sync_date,last_sync_version,prod_key,shipment_id,stock_key,shipped_units,from_dt,to_dt
2023-10-01T00:18:00.000000Z,bcb1e585a4ae8025a87d2244f69e3b787a166e881aa40ab01a58197dfba33a3a,1000000000031,b77db036b84feef31bdbd352f6ecd63f1c92e604c68a69ac24cd88a10194799c,30000004107,100,2023-10-01T00:15:00.000000Z,2023-10-01T00:18:00.000000Z
2023-10-01T00:39:00.000000Z,55da72bae2b8c8200db0da494f02781b39fc9ebbe0083bdce5b98423d88f07f9,1000000000041,54eefcb7c8595c067cf58dd7bf7851e7e760d96c05004621e7bc0b9492b3fbcc,30000004595,100,2023-10-01T00:36:00.000000Z,2023-10-01T00:39:00.000000Z
2023-10-01T01:51:00.000000Z,8fd3777e840b233fa361cd80717cf84e31a6cc13d86cc95550b54b65c466df45,1000000000002,70eb9c44b4bd32c62db3efe91f4c31f676472cb14f1aaba90f5132c3309fb20d,30000000674,200,2023-10-01T01:48:00.000000Z,2023-10-01T01:51:00.000000Z
2023-10-01T06:09:00.000000Z,36f14f45612adb882116d057698b63712e9efb36b35ac3469b8268d3f744d914,1000000000009,3fe96471d34c5473562e2b3ea567822d9f83c06c6258fd0bc7cfdee2b6af1a8c,30000000993,100,2023-10-01T06:06:00.000000Z,2023-10-01T06:09:00.000000Z
2023-10-01T09:00:00.000000Z,9530acd7a656818fa81b486be63e1e05bdc6d9d4c5fb0a0f4ecc47e8124b340c,1000000000069,7795554f2bf39e92fa4e895f87858d3afba52bee5bc629689b227adbed6e5e16,30000003754,200,2023-10-01T08:57:00.000000Z,2023-10-01T09:00:00.000000Z
2023-10-01T09:33:00.000000Z,588ba3e0295c4f93fad875dbb63b9b8ee7cef2101323aa12d8cdf61513b0a42e,1000000000002,9a8aeded57109fad80852a1a3417b9a4d1b734a4b0b255a77895917003fcdc7c,30000001543,100,2023-10-01T09:30:00.000000Z,2023-10-01T09:33:00.000000Z
2023-10-01T10:12:00.000000Z,c4643b49eb657e38b6ad259cdebf2cc1e5f8675b6e211f443055e4a56dd36132,1000000000041,7e1daa853c3f5dfc5cc5e82032a8bd27986e63d9ea41b144d3ee6516b6a605d4,30000050184,200,2023-10-01T10:09:00.000000Z,2023-10-01T10:12:00.000000Z
2023-10-01T10:21:00.000000Z,56d9248f4edb068123a27471a0607b893364f94405625aff70eb85f48e73e74e,1000000000009,3e7ef353f78cbef4f7eb807d4a430099d5132c748f39933965df362b81eaa26d,30000001006,100,2023-10-01T10:18:00.000000Z,2023-10-01T10:21:00.000000Z
2023-10-01T10:24:00.000000Z,cae6b9a632d6b9338b0e66a376311d36e2a5c152a48fabe7d772d6fca21a867d,1000000000041,b51ac280011ab675992f4cd3fda16f265e1060ed6d53cfd0a07b1bb97c678062,30000003722,100,2023-10-01T10:21:00.000000Z,2023-10-01T10:24:00.000000Z
2023-10-01T10:42:00.000000Z,27a909dd25aedcac878afd8e15195f09b5bd6b002de65e849961989fd37bd2bb,1000000000009,0a76d3a57fd1f7caf5650ccad3df6fe6897472437cf7f1768050c8608ec57fb7,30000003754,100,2023-10-01T10:39:00.000000Z,2023-10-01T10:42:00.000000Z
2023-10-01T10:45:00.000000Z,7f17a56d217b7497d6db677d843e4e6c1cb057e06de51fa4b780f9cbf2383415,1000000000055,a48f923228a6aaf6736c3f9f6f78c6103086fffab15a455d27deac3aedc5eefb,30000002891,50,2023-10-01T10:42:00.000000Z,2023-10-01T10:45:00.000000Z
2023-10-01T10:51:00.000000Z,66a13d86882a8e043f5bddc37dadbb7be4552297d1da21045c1f69bd6ba2fa6d,1000000000032,d9474837449de9b3e7ebe2ca33693cceacffee4295cef6fc06d56e419a15ae8c,30000003754,100,2023-10-01T10:48:00.000000Z,2023-10-01T10:51:00.000000Z
2023-10-01T11:24:00.000000Z,1bf5720667d1d0414fc818b62c6f041e0e09bd7717099fb6efa3c30152e91882,1000000000069,ff54bb2659ece1a23231c070edbe6949d4da1b60bd51c60e6a1c1170aba89dda,30000000674,100,2023-10-01T11:21:00.000000Z,2023-10-01T11:24:00.000000Z
2023-10-01T11:39:00.000000Z,fe82a098322ee758171617690754fc25dc66455309a7edcbec5bddfeb991f5a6,1000000000002,7c244af32c3682e1affe1d3c52635c128cd862be57aff26f16ce404cb61e3525,30000002060,200,2023-10-01T11:36:00.000000Z,2023-10-01T11:39:00.000000Z
2023-10-01T12:09:00.000000Z,01b6809c2569b945b53f688780b9efd16a9d5286769c4c588c6718274063ac86,1000000000032,2dfd5565bc1e072001f41a7f6a67d25b8651713a6ecc8fcd620e1abf35806a65,30000001543,50,2023-10-01T12:06:00.000000Z,2023-10-01T12:09:00.000000Z
2023-10-01T12:09:00.000000Z,01b6809c2569b945b53f688780b9efd16a9d5286769c4c588c6718274063ac86,1000000000041,d8582d3e5a9a5625a485e7e9f881074d9f221dda47ee9c1354d00a14430da087,30000002388,200,2023-10-01T12:06:00.000000Z,2023-10-01T12:09:00.000000Z
2023-10-01T12:24:00.000000Z,44f310c72f14a7d043521d42b6e5d93055546ae568b3cc403bf0d7d6162b0e2f,1000000000032,f0e3d0b91f3bd8916e817c350ccf20036e824f31eebe20e462bd94e1520c81e5,30000001006,100,2023-10-01T12:21:00.000000Z,2023-10-01T12:24:00.000000Z
2023-10-01T12:27:00.000000Z,ad1a37d8555c17afbd22e0aff24f84f19c94491abf45e1e3d5ea788893c9d4c9,1000000000002,e6eac2f45e51a7e06605e12ff2d4c0c87abc0956112a990aca1032564b6503b6,30000003722,150,2023-10-01T12:24:00.000000Z,2023-10-01T12:27:00.000000Z
2023-10-01T12:27:00.000000Z,ad1a37d8555c17afbd22e0aff24f84f19c94491abf45e1e3d5ea788893c9d4c9,1000000000055,b3781b71cc040fb52b31b121104ccae842bf91504394db6b99afc58bb4645f80,30000003722,100,2023-10-01T12:24:00.000000Z,2023-10-01T12:27:00.000000Z
2023-10-01T12:33:00.000000Z,b32a7fd5e6054daeb2a5e62fccfa4fcb8c3f7dcff75e4ca0ba986c4bf515a8ae,1000000000002,8ab81bc96d49841ea31e4a05a699b16a7a89311c2ac54230d80fa4c60a3634d4,30000004107,100,2023-10-01T12:30:00.000000Z,2023-10-01T12:33:00.000000Z
2023-10-01T12:36:00.000000Z,7bf20983f9411b1a2220017f4b92d92b9265900d38dcead4662e04fb5a2e7854,1000000000009,8c3a845bd4f937a7b3536d5dfa060e1eb874a1b9ae42cc64563ebfdbd0eb00e0,30000003722,200,2023-10-01T12:33:00.000000Z,2023-10-01T12:36:00.000000Z
2023-10-01T12:54:00.000000Z,b23eb6873027298ca868608993a98a7088f3151c4c814e2b97974b8925f461f8,1000000000009,cf379593ccbe4b607b73d34aef0409d080470c1cd1c1566dda864620ccf6eee3,30000050184,200,2023-10-01T12:51:00.000000Z,2023-10-01T12:54:00.000000Z
2023-10-01T13:15:00.000000Z,b792ad788a092bf96e001a26080a29301045b04249f727dc1025d83ed386bd8c,1000000000041,85adfa621213fa427a9fcb322ea6263c889a56a3ccffcbc6d9bfae8a28761a47,30000000674,100,2023-10-01T13:12:00.000000Z,2023-10-01T13:15:00.000000Z
2023-10-01T13:15:00.000000Z,b792ad788a092bf96e001a26080a29301045b04249f727dc1025d83ed386bd8c,1000000000041,85adfa621213fa427a9fcb322ea6263c889a56a3ccffcbc6d9bfae8a28761a47,30000001006,100,2023-10-01T13:12:00.000000Z,2023-10-01T13:15:00.000000Z
2023-10-01T13:18:00.000000Z,c335c90b5d063a58b0de34d1bafa0ac88eed814975303f7eb832eb3cdeccac04,1000000000041,2229c930aba0499c63a936e5c32cd5a5ce6c0a8e9d0167737611ac27f443f8aa,30000000993,100,2023-10-01T13:15:00.000000Z,2023-10-01T13:18:00.000000Z
2023-10-01T13:18:00.000000Z,c335c90b5d063a58b0de34d1bafa0ac88eed814975303f7eb832eb3cdeccac04,1000000000002,176f67088eed44c2eb57e1e359d51298ae1f6622529d38bf05436bb93f6bc29e,30000001006,100,2023-10-01T13:15:00.000000Z,2023-10-01T13:18:00.000000Z
2023-10-01T13:36:00.000000Z,6414f457bbadde9aebf505ccb843c7dde5cef4589f454b00d880a26bcdde03b9,1000000000002,70fc79153a4b54d5c1ff24a5c6fd169d17c6d94462187f46eeebed888663d0c9,30000000993,200,2023-10-01T13:33:00.000000Z,2023-10-01T13:36:00.000000Z
2023-10-01T13:39:00.000000Z,5da8119666881ac649439ffa0b93a213af1d4f421332f9fe1aca7f2b616247e9,1000000000055,f29be85f04e5214416f67761de622844de7d73e9f6f6ea057148b26a3413be39,30000001006,150,2023-10-01T13:36:00.000000Z,2023-10-01T13:39:00.000000Z
2023-10-01T13:54:00.000000Z,4a36ddf6776add981bd167f37b24d865ea68ba0302257f0d79f3c06d9ca0e432,1000000000055,ca12d486bd024f79fe0178c94d06c48a779b40b13933fae56dc73f29b63b7315,30000002060,400,2023-10-01T13:51:00.000000Z,2023-10-01T13:54:00.000000Z
2023-10-01T14:00:00.000000Z,0f4fd5080e28af64479ba8469e39c37f3f7435ec732625e57167f3fdae3b8d9f,1000000000031,21e1953011075061d41c6bb86ea66a6c9a73083120431b107100a915d77f3af3,30000003743,200,2023-10-01T13:57:00.000000Z,2023-10-01T14:00:00.000000Z
2023-10-01T14:15:00.000000Z,349ad55dfdbcb22e4124d820a36951ac7b704377c983dfae3f2dee9988577880,1000000000055,4698e16312ef5edcc8a51d28311044c4417cce1a4b2a141e3957eab44a9d6941,30000002891,200,2023-10-01T14:12:00.000000Z,2023-10-01T14:15:00.000000Z
2023-10-01T14:30:00.000000Z,61d4dd999b010af53f0f8f87367a19c3899ebc28238a03cfb0a51a919e4cabed,1000000000002,b7bbcacd7c04298754dca79bea6d65e16086e1f8f60807b30abf4340a7a68fa7,30000003743,100,2023-10-01T14:27:00.000000Z,2023-10-01T14:30:00.000000Z
2023-10-01T14:33:00.000000Z,3873842c618c00d41310ef2ba87dee6e251d897eab605415a92602df0d594110,1000000000002,41cfced7abff23c23e3957fb2043e5d1b70207d0a7d03b156e32d5c77e197386,30000003754,50,2023-10-01T14:30:00.000000Z,2023-10-01T14:33:00.000000Z
2023-10-01T14:51:00.000000Z,cae062250804c90682040742c502a0a4ec207e7e013c4457851ddbc283c65745,1000000000009,506738e46ecda373868cb9f12e653600d589f559a9dd6be2196d291d951fa7b4,30000001543,400,2023-10-01T14:48:00.000000Z,2023-10-01T14:51:00.000000Z
2023-10-01T15:42:00.000000Z,bb24789707ba055cb578d6b5b41117292f346ea8f7a6431e428fa31c78928c04,1000000000002,2e0dc841d2dbdba04b4a038955615b3d8076c424c303b600fba414a55f649902,30000004595,200,2023-10-01T15:39:00.000000Z,2023-10-01T15:42:00.000000Z
2023-10-01T16:03:00.000000Z,0fb9bb81c3ad58504e95411f61d63fc4805cceccfad25cd0fd940a0612c19c1f,1000000000002,dd307a479b6265ccf5ebd69e9688b4335e4628734205a14af9358065d1164f32,30000000765,100,2023-10-01T16:00:00.000000Z,2023-10-01T16:03:00.000000Z
2023-10-01T16:15:00.000000Z,34b3ad67886c91d445cac742a5819c2a091068af161ca7f8f196fd66c756e51b,1000000000032,0b689d3e7410e71ab1a7fa5499546cff0b83133cdd15729458ebd551d81713b6,30000002891,100,2023-10-01T16:12:00.000000Z,2023-10-01T16:15:00.000000Z
2023-10-01T16:30:00.000000Z,32edf83a65a6c0509a276751f591c9ca1fd1a2750768b345eee4b40200840fa4,1000000000041,9e8111d15b6db05b0665ab15ff2f83b5322f4e4cc9a7f77fbe2b16f5a29a850d,30000000765,100,2023-10-01T16:27:00.000000Z,2023-10-01T16:30:00.000000Z
2023-10-01T16:42:00.000000Z,c95b1001ead6320524e4f9b846cc4eeef31e5afac6085fc7acbcecb35b7478a8,1000000000009,51c80b02312cac8c4b51f1be1e06cb732ab7c29db3ea9c3e8fe09de25a33e0f5,30000000674,100,2023-10-01T16:39:00.000000Z,2023-10-01T16:42:00.000000Z
2023-10-01T17:03:00.000000Z,fde751ac589161ef39e0c435eae196e26d0df77907f8e849b72532fcb52f4a4d,1000000000031,72db85f2ccee41213644845383b18b82444eee4356bad4a7f1315a9fcdfac375,30000003754,100,2023-10-01T17:00:00.000000Z,2023-10-01T17:03:00.000000Z
2023-10-01T17:03:00.000000Z,fde751ac589161ef39e0c435eae196e26d0df77907f8e849b72532fcb52f4a4d,1000000000031,72db85f2ccee41213644845383b18b82444eee4356bad4a7f1315a9fcdfac375,30000000993,100,2023-10-01T17:00:00.000000Z,2023-10-01T17:03:00.000000Z
2023-10-01T17:12:00.000000Z,5930a585b08c531d95ad2061a26f6f8c13b9a39f3fe56034590f0522c36013f0,1000000000055,a78408e1c0681cc2a285fbaa0985df033271071ee7fdbd43b70bc279572ce8f6,30000004107,100,2023-10-01T17:09:00.000000Z,2023-10-01T17:12:00.000000Z
2023-10-01T17:15:00.000000Z,8185bf1f24060916800ddd753f90c132df7a2caabc77083458798a5c3c27256f,1000000000041,7eb83528981fc3747198b1486a3c1d170c8fa8909bf9268088b0123bacf30905,30000004107,150,2023-10-01T17:12:00.000000Z,2023-10-01T17:15:00.000000Z
2023-10-01T18:12:00.000000Z,79b77290eda5013a171a238952fcd9087f1ad7ca0c848a8c9d25b0a70bccad69,1000000000031,e0b043766239183e78ca56ee8b55fda8bc1be54f60099d956f92231b60aa1548,30000002891,400,2023-10-01T18:09:00.000000Z,2023-10-01T18:12:00.000000Z
2023-10-01T18:18:00.000000Z,0cf10264a43debb8719f609e2b4b2fbe8c0cf8b5cc6d20694d1c240e65e6fdc2,1000000000041,e0c5575c84e6628bca3c876736e6bfdf2e013fce2395b297e228c8a05b25a2b4,30000002060,100,2023-10-01T18:15:00.000000Z,2023-10-01T18:18:00.000000Z
2023-10-01T18:21:00.000000Z,9165f88f9a44d57da7621c574fffce1ca3862563a0237cd4e3dd553e92f2e327,1000000000031,29e07a56be40b9c9dffa86a8a0c70f60f72a15169134ed179bfb1c47638cd924,30000002388,100,2023-10-01T18:18:00.000000Z,2023-10-01T18:21:00.000000Z
2023-10-01T18:45:00.000000Z,a45e22c5058f4aceb57a2a7823b2b8bc54bef4aef58dbf3d6dc76c988639cc22,1000000000002,7cc937449366bbbee43742bd6bdc6c8ac1a61ce5906b06982b788f27119daa57,30000002388,200,2023-10-01T18:42:00.000000Z,2023-10-01T18:45:00.000000Z
2023-10-01T18:57:00.000000Z,81ed677e5fb9d4a067942ea550b834918e2be82f5db4ee7f0c4c9c49f267f646,1000000000032,3a3a4b06013da543105164561fb4e0307884021f9a14a4aa1703e0f114bc65e4,30000001543,200,2023-10-01T18:54:00.000000Z,2023-10-01T18:57:00.000000Z
2023-10-01T19:42:00.000000Z,7e2557c9b67c7f423d70c6cd2aa7549a64033de850e7bac215935df06b6eef54,1000000000031,3e2af1f3175b83027c3c229cca511d52aaa0b424229ab74832ac0ebe731ac419,30000050184,200,2023-10-01T19:39:00.000000Z,2023-10-01T19:42:00.000000Z
2023-10-01T19:57:00.000000Z,11c80698c74b0986da72ec56154bdff83dd076f30173c95b203eb78238639c49,1000000000041,a383f3babded0913c696d64211f8bfbb9cef5fc7604fda28539060fb400c479d,30000002891,100,2023-10-01T19:54:00.000000Z,2023-10-01T19:57:00.000000Z
2023-10-01T19:57:00.000000Z,11c80698c74b0986da72ec56154bdff83dd076f30173c95b203eb78238639c49,1000000000055,7da494da7e7f17b3e809bf4eb3013abff4a3dc050d6a5eb635f8b670aee709b2,30000004595,100,2023-10-01T19:54:00.000000Z,2023-10-01T19:57:00.000000Z
2023-10-01T20:03:00.000000Z,91942875e9d6ba5a41e589d16b3f78f655a1a308f7b421f850ece38004ce1dcd,1000000000002,b9014be0b60e20ba9d7b31a779e135c8a13972a348989bfaf34a20911add0a0a,30000003754,100,2023-10-01T20:00:00.000000Z,2023-10-01T20:03:00.000000Z
2023-10-01T20:09:00.000000Z,79fa324e1cb386e1e8ddc049f917c92473644697ee02504bfb56cd8e6ba67106,1000000000069,15a5df90d8bd5ddfaf1608f799cfe0ddbacafd971cc5306e28234710ce8ece80,30000001006,200,2023-10-01T20:06:00.000000Z,2023-10-01T20:09:00.000000Z
2023-10-01T20:21:00.000000Z,ba435b68b048bb9faae4dd2f2e48efb7b5bd7560a474300ec44b1e6e024915ff,1000000000002,e4aaf9d322f34e27a2b2251a21fca14362c3b17a65db37a88c67e403b4ec725b,30000001543,100,2023-10-01T20:18:00.000000Z,2023-10-01T20:21:00.000000Z
2023-10-01T20:45:00.000000Z,8414738b47a633ee8101ce164142abd55861bbee94a20365eb3b90fc6454cac4,1000000000002,e4c0286a91d921896845a7daad0d59d4e0debebfec3c0cfcfb72b2163113e8a7,30000002891,100,2023-10-01T20:42:00.000000Z,2023-10-01T20:45:00.000000Z
2023-10-01T21:03:00.000000Z,6692b1f58c00cfdbc4f2a7f5057bed24d59a366cbcba8a9fbafa8a694fd08b8c,1000000000069,6788ab35831622445aec00b14456f6118c7f597e692f39a216cb5bf9e22ff743,30000002060,400,2023-10-01T21:00:00.000000Z,2023-10-01T21:03:00.000000Z
2023-10-01T21:18:00.000000Z,593dd760ca69f7df9ca6dd7ba4a6449f49614fa63a6748acffa6a38eeeae3b5f,1000000000032,a0162b9bede52d5f613f9b825ba42a4db5e403af051827546c1639784f3a05c2,30000050184,100,2023-10-01T21:15:00.000000Z,2023-10-01T21:18:00.000000Z
2023-10-01T21:21:00.000000Z,01a9a5e443f32771f6b3661d39ff4ad034768f12f0097e93ca17f5ac08b11c5f,1000000000002,d6fa229913147b44d8e5d28908d9d794ff03ad97648a0131b193d5f45bc0c525,30000004107,200,2023-10-01T21:18:00.000000Z,2023-10-01T21:21:00.000000Z
2023-10-01T21:24:00.000000Z,d536ab7be22b74ba18c9189b32ce2a9b9b2028ba0db4ecf52ae6170b20a34a94,1000000000032,64949122cdd4a62d0d9ea205f5229c33d59121144e6cfa658847c1cc57edf1f3,30000000993,400,2023-10-01T21:21:00.000000Z,2023-10-01T21:24:00.000000Z
2023-10-01T21:27:00.000000Z,7592c04c8d9c293d1b4f198407788c622c8ee087c968ac0098bf7382b9c6a413,1000000000032,b0039e685102eea9ca6b653d8d983933d4a33f8f775afa643ca014b4c216ba09,30000003754,200,2023-10-01T21:24:00.000000Z,2023-10-01T21:27:00.000000Z
2023-10-01T21:36:00.000000Z,a5aa0a1fe7e365a4fade424fbea5bb2681efcdc743f9c9378d734054efaff4e6,1000000000055,5c1b83679454fa95721ce00e074afc5ba919af940ea97c3edfa5a6f022ce64af,30000000993,50,2023-10-01T21:33:00.000000Z,2023-10-01T21:36:00.000000Z
2023-10-01T21:48:00.000000Z,ba90a6833fea1b6f85000d7d98331d781ee112fd91f2c7ecb8d68b185b0666f9,1000000000055,e8f7b5e5b760f35305c083e30e45207eb2eca24c68b1bc3b20de79a188dc20b2,30000001543,200,2023-10-01T21:45:00.000000Z,2023-10-01T21:48:00.000000Z
2023-10-01T21:54:00.000000Z,c5221ee167ebaabe1d4c3c0d63ad8b322aa25268959c114569cdfff67b0ca350,1000000000032,363565a0caf0bdc6ac07c2790e3cb1a970574b8c70d998aa764e257903d1b141,30000001006,100,2023-10-01T21:51:00.000000Z,2023-10-01T21:54:00.000000Z
2023-10-01T22:15:00.000000Z,476d9175b32f9eeacb3765b186bd90fefbae22db0ff0bada585be8d87b689525,1000000000069,1c557fb68d214b79e4350ebdd7d7dcbfa2d3b1a8870b4845b77132852c719017,30000003743,100,2023-10-01T22:12:00.000000Z,2023-10-01T22:15:00.000000Z
2023-10-01T22:21:00.000000Z,8c8c38cbdb6ce5451f8b055aec7eecf623111025c843f307c3524b133a4fafcb,1000000000069,1c10bbfc684afdca45c6210379a2727eb6f87601ac8a55935f5c2ec6cf98a6c0,30000001543,400,2023-10-01T22:18:00.000000Z,2023-10-01T22:21:00.000000Z
2023-10-01T22:33:00.000000Z,65c790bd94b5aa6c2e20faf6b01040d2f0246aa53fe2280aa807c1d88f452314,1000000000032,01e9e140ad191920d7c60d7c751aaafa665897c833256f65ba03cb78abdd1413,30000002060,200,2023-10-01T22:30:00.000000Z,2023-10-01T22:33:00.000000Z
2023-10-01T23:00:00.000000Z,e9a5c2f01c8a51c371fc8f12a1bf49b9bfe3485f81a21eb7c075562617f64abf,1000000000031,6c82c0631686f35d9b9730dcf71c9fb7254e23c58ac9c840659652bc70e7506a,30000002060,50,2023-10-01T22:57:00.000000Z,2023-10-01T23:00:00.000000Z
2023-10-01T23:21:00.000000Z,3df8fb9202e449d9a96fe2db99bd061b5ee0842e3787548837f157177b934991,1000000000032,bd65a87226ec31694f33aeba2353b2922190134324d13ebfc147af521fd03662,30000003743,100,2023-10-01T23:18:00.000000Z,2023-10-01T23:21:00.000000Z
2023-10-01T23:33:00.000000Z,6a95d9037b71bb751f2497f216319a6f1b75d608765a43f8b04bbd291417130b,1000000000069,25e8d3d37be310be61d8583a676d371c69904d23f84f72d266b1c256db3ae33c,30000003722,400,2023-10-01T23:30:00.000000Z,2023-10-01T23:33:00.000000Z
2023-10-01T23:39:00.000000Z,8d2b8301a421f82e045cab7cc4f8deab927f93d92d0c76a09faed788d2e7179e,1000000000032,86c6aef35442d61d8762fff8f31dfb09b7c72c5fc0f4ef21f5fcbc06b4de5292,30000000765,50,2023-10-01T23:36:00.000000Z,2023-10-01T23:39:00.000000Z
2023-10-02T00:00:00.000000Z,48a051b28b10755b95a19f33d716cbc5bc85ab9adf1f848c89733b5c39a88382,1000000000031,4519f1bf8b64a853a7e8d14f4c2771768e47aef557bcf4721a96b5a72bf6301c,30000004595,50,2023-10-01T23:57:00.000000Z,2023-10-02T00:00:00.000000Z
2023-10-02T00:00:00.000000Z,48a051b28b10755b95a19f33d716cbc5bc85ab9adf1f848c89733b5c39a88382,1000000000069,d9ff283c0a4abeff90373e29db676394e1d55a5283681ac601e1a0f9d25c85dd,30000002891,150,2023-10-01T23:57:00.000000Z,2023-10-02T00:00:00.000000Z
2023-10-02T00:06:00.000000Z,9a7a62ac675dfb926ec8930bcd972b33ef082e14c0d89d57d845b8ebb1c73eac,1000000000002,e642b846267a5959ef4ed2fbaaa4f54d0450aadfc690beddfe9bc19f353b2edf,30000050184,100,2023-10-02T00:03:00.000000Z,2023-10-02T00:06:00.000000Z
2023-10-02T00:33:00.000000Z,e3fd01be2391ef47c6d51dd5372ed67f036153a168e99f1348f8043cb37c9839,1000000000002,bf9a701502455e634632ef11bd6f0f633275ce6fd883d558039ae1bb2ac8e468,30000003743,400,2023-10-02T00:30:00.000000Z,2023-10-02T00:33:00.000000Z
2023-10-02T02:21:00.000000Z,3df8e9d76884eaedc23218d681a36a46a2b869532032c83797c0d805125132cd,1000000000041,7e26a04ca95dae11f4b140fdfeab336c97036f0b6fd39fcd0920c5a4c4fd997a,30000004595,400,2023-10-02T02:18:00.000000Z,2023-10-02T02:21:00.000000Z
2023-10-02T10:18:00.000000Z,c88d94bf16570d3dfb9f4a41978377c2a5763e9a4c9c56fb988bd3243ab728ed,1000000000032,da4aa341116a6fef9974efe789a4d5cc7e70d94cb1b4d638a8762f18d96b3cf9,30000000765,100,2023-10-02T10:15:00.000000Z,2023-10-02T10:18:00.000000Z
2023-10-02T10:33:00.000000Z,dc59a4d1eb127d0292672040a9f36c277c37a821bdd9ae08f432a7f732292259,1000000000069,df1ca664965cb9be7bd873c5d2fd931995aceacb176450e5b75d84a0e5468126,30000000765,200,2023-10-02T10:30:00.000000Z,2023-10-02T10:33:00.000000Z
2023-10-02T10:57:00.000000Z,bf58edbded475899e879976e2880b70cc1d5a29ba12741400569ba1bb0dbf4cf,1000000000055,4d1e888b01c182dec29ae6e1d4a2116b5ce469f3d4fbf6a939d73e1335ca49ad,30000000993,400,2023-10-02T10:54:00.000000Z,2023-10-02T10:57:00.000000Z
2023-10-02T11:03:00.000000Z,4bd05f564dc21af8cc1f146de7c29972cdc95fc538a422738195070c7daf2972,1000000000002,59e13a5d5de12d761bbaed50af1aef195b65863481ef3ed30cb077c8365e9043,30000001006,150,2023-10-02T11:00:00.000000Z,2023-10-02T11:03:00.000000Z
2023-10-02T11:24:00.000000Z,b4d631c79009f683265cff440ba7c7a432d6f1400d87dad75b8fc6c5659efa09,1000000000032,96dfec29dcc8ac8a81b751d63f8991a80476d44c52ee7fcea4c04a75da804002,30000003722,200,2023-10-02T11:21:00.000000Z,2023-10-02T11:24:00.000000Z
2023-10-02T11:30:00.000000Z,f623d814182c302ecbfc2a4bfc1f03c5388d08b75acf5ca420e8610744b42d90,1000000000069,3e9957eb856804b07ec2bed21a300289af03f349503bd48def5250f1c93407d9,30000004107,200,2023-10-02T11:27:00.000000Z,2023-10-02T11:30:00.000000Z
